study_id,molecular_profile_id,sample_id,sample_type,sample_class,expression_value
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A079-01,Primary,tumor,4611.27
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A07B-01,Primary,tumor,2709.21
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A07C-01,Primary,tumor,1836.17
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A07E-01,Primary,tumor,6371.06
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A07F-01,Primary,tumor,2439.27
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A07G-01,Primary,tumor,4576.24
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A07I-01,Primary,tumor,169.331
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A07J-01,Primary,tumor,9510.29
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A07L-01,Primary,tumor,3757.03
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A07O-01,Primary,tumor,6459.63
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A07P-01,Primary,tumor,4362.13
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A07R-01,Primary,tumor,719.088
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A07S-01,Primary,tumor,4147.6
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A07U-01,Primary,tumor,4088.84
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A07W-01,Primary,tumor,3017.72
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A07Z-01,Primary,tumor,4944.07
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A081-01,Primary,tumor,1392.72
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A082-01,Primary,tumor,6771.2
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A083-01,Primary,tumor,6472.99
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A085-01,Primary,tumor,4308.06
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A086-01,Primary,tumor,1381.36
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A08A-01,Primary,tumor,6218.49
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A08B-01,Primary,tumor,4677.56
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A08C-01,Primary,tumor,835.083
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A08G-01,Primary,tumor,8778.24
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A08H-01,Primary,tumor,2190.89
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A08I-01,Primary,tumor,3737.26
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A08J-01,Primary,tumor,5402.53
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A08L-01,Primary,tumor,1509.52
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A08O-01,Primary,tumor,7400.19
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A08P-01,Primary,tumor,3905.11
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A08R-01,Primary,tumor,826.193
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A08T-01,Primary,tumor,4977.7
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A08X-01,Primary,tumor,8591.61
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A08Z-01,Primary,tumor,2316.58
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A090-01,Primary,tumor,2767.2
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A091-01,Primary,tumor,209.302
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A092-01,Primary,tumor,3129.1
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A093-01,Primary,tumor,8377.94
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A094-01,Primary,tumor,5407.25
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A095-01,Primary,tumor,5530.11
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A096-01,Primary,tumor,4156.11
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A097-01,Primary,tumor,5396.11
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A099-01,Primary,tumor,3881.55
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A09A-01,Primary,tumor,9017.22
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A09B-01,Primary,tumor,8116.49
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A09C-01,Primary,tumor,6997.41
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A09D-01,Primary,tumor,4303.13
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A09G-01,Primary,tumor,23700.6
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A09I-01,Primary,tumor,3514.42
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A09M-01,Primary,tumor,4442.07
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A09N-01,Primary,tumor,10888.5
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A09Q-01,Primary,tumor,3775.6
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A09R-01,Primary,tumor,3537.1
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A09T-01,Primary,tumor,4231.13
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A09V-01,Primary,tumor,5101.46
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A09W-01,Primary,tumor,7797.04
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A09X-01,Primary,tumor,3278.9
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A09Z-01,Primary,tumor,8922.2
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A0A1-01,Primary,tumor,6394.58
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A0A2-01,Primary,tumor,3821.24
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A0A4-01,Primary,tumor,6158.72
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A0A6-01,Primary,tumor,7112.65
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A0A7-01,Primary,tumor,3669.02
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A0A9-01,Primary,tumor,8053.31
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A0AB-01,Primary,tumor,3809.59
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-A8-A0AD-01,Primary,tumor,5412.2
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A23C-01,Primary,tumor,10432.2
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A23E-01,Primary,tumor,4911.34
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A23G-01,Primary,tumor,8354.65
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A23H-01,Primary,tumor,4269.58
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A2B8-01,Primary,tumor,4634.92
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A2BK-01,Primary,tumor,280.141
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A2BM-01,Primary,tumor,112.472
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A2FB-01,Primary,tumor,7343.54
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A2FE-01,Primary,tumor,2086.18
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A2FF-01,Primary,tumor,3391.95
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A2FG-01,Primary,tumor,10165.3
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A2FK-01,Primary,tumor,11303.2
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A2FM-01,Primary,tumor,3795.86
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A2FO-01,Primary,tumor,8792.47
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A2QH-01,Primary,tumor,8.244
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A2QI-01,Primary,tumor,18163
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A2QJ-01,Primary,tumor,1466.24
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A3BB-01,Primary,tumor,7774.86
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A3EH-01,Primary,tumor,12946.1
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A3HN-01,Primary,tumor,9362.37
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A3OD-01,Primary,tumor,4548.71
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A3QP-01,Primary,tumor,8424.15
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A3QQ-01,Primary,tumor,18679.8
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A3TM-01,Primary,tumor,6577.5
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A3TN-01,Primary,tumor,22440.2
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A3W5-01,Primary,tumor,3962.16
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A3W6-01,Primary,tumor,7913.77
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A3W7-01,Primary,tumor,19779.1
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A3YI-01,Primary,tumor,9786.09
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A3YJ-01,Primary,tumor,5539.31
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A4ZE-01,Primary,tumor,6150.15
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A5EH-01,Primary,tumor,15103.1
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A5XS-01,Primary,tumor,34223.1
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A5XU-01,Primary,tumor,350.7
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A62V-01,Primary,tumor,4369.42
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A62X-01,Primary,tumor,24096.2
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A62Y-01,Primary,tumor,16838.5
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A6IV-01,Primary,tumor,3126.3
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A6IW-01,Primary,tumor,8032.08
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A6IX-01,Primary,tumor,8682.53
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A6NO-01,Primary,tumor,3029.26
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A7VB-01,Primary,tumor,7424.93
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A7VC-01,Primary,tumor,120.506
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A8OP-01,Primary,tumor,7695.17
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A8OQ-01,Primary,tumor,11227.4
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A8OR-01,Primary,tumor,17062.7
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AC-A8OS-01,Primary,tumor,6296.31
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A03X-01,Primary,tumor,1489.4
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A03Y-01,Primary,tumor,81.4577
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A041-01,Primary,tumor,3687.58
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A046-01,Primary,tumor,5054.9
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A049-01,Primary,tumor,4637.88
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A04A-01,Primary,tumor,4042.37
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A04C-01,Primary,tumor,9143.82
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A04D-01,Primary,tumor,2616.47
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0AJ-01,Primary,tumor,4262.88
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0AK-01,Primary,tumor,1730.06
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0AL-01,Primary,tumor,16777
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0AM-01,Primary,tumor,6148.24
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0AR-01,Primary,tumor,2400.5
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0AS-01,Primary,tumor,7201.17
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0AT-01,Primary,tumor,5721.53
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0FD-01,Primary,tumor,9365
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0FF-01,Primary,tumor,6633.29
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0FJ-01,Primary,tumor,4714.89
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0FK-01,Primary,tumor,8686.33
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0FL-01,Primary,tumor,16776.1
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0FN-01,Primary,tumor,2449.06
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0FS-01,Primary,tumor,4672.47
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0FT-01,Primary,tumor,17373.7
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0FV-01,Primary,tumor,5483.63
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0FW-01,Primary,tumor,8979.73
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0FX-01,Primary,tumor,7253.27
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0FY-01,Primary,tumor,4435.43
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0FZ-01,Primary,tumor,4556.8
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0G0-01,Primary,tumor,3017.81
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0XL-01,Primary,tumor,5341.17
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0XN-01,Primary,tumor,2427.9
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0XO-01,Primary,tumor,9862.84
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0XP-01,Primary,tumor,14331.5
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0XR-01,Primary,tumor,7709.38
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0XS-01,Primary,tumor,5244.98
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0XT-01,Primary,tumor,6646.25
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0XU-01,Primary,tumor,6378.36
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0XV-01,Primary,tumor,10254.5
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AN-A0XW-01,Primary,tumor,3183.04
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A03L-01,Primary,tumor,9112.23
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A03M-01,Primary,tumor,5454.23
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A03N-01,Primary,tumor,15848.8
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A03O-01,Primary,tumor,1124.45
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A03P-01,Primary,tumor,4514.9
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A03R-01,Primary,tumor,5944.92
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A03T-01,Primary,tumor,7160.3
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A03U-01,Primary,tumor,19798.6
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A03V-01,Primary,tumor,16363.9
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A0J2-01,Primary,tumor,5559.2
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A0J3-01,Primary,tumor,1108.14
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A0J4-01,Primary,tumor,21263.4
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A0J5-01,Primary,tumor,5910.57
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A0J6-01,Primary,tumor,10595.5
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A0J7-01,Primary,tumor,4964.55
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A0J8-01,Primary,tumor,6976.39
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A0J9-01,Primary,tumor,6393.16
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A0JA-01,Primary,tumor,4886.5
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A0JB-01,Primary,tumor,10759.2
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A0JC-01,Primary,tumor,2435.2
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A0JD-01,Primary,tumor,6982.97
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A0JE-01,Primary,tumor,865.314
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A0JF-01,Primary,tumor,6657.19
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A0JG-01,Primary,tumor,8183.9
brca_tcga_pan_can_atlas_2018,brca_tcga_pan_can_atlas_2018_rna_seq_v2_mrna,TCGA-AO-A0JI-01,Primary,tumor,1478.99
